Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/22  16:00:00,123.067517312,19.7873497187,35.3483595651,0.0127203577251,4.12243109448,41.7362269337,70.9027543788,65.9298703491,4.9528840297,0.02
 01/22  17:00:00,120.962218416,23.6927432907,38.5513004135,0.0873288734911,4.12243109448,24.8785346261,91.8754047109,86.9025206812,4.9528840297,0.02
 01/22  18:00:00,82.596349616,14.9046855789,20.9682701373,0.085069225422,2.06121554724,15.9888894789,66.3186960435,63.3269656257,2.97173041782,0.02
 01/22  19:00:00,80.6612801952,17.4778422604,17.7325476311,0.0,2.06121554724,15.9888894789,85.747982965,82.7562525472,2.97173041782,0.02
 01/22  20:00:00,91.1200761868,21.8473028254,20.5016511338,0.0,2.06121554724,15.9888894789,109.151409084,106.159678666,2.97173041782,0.02
 01/22  21:00:00,83.1075027393,17.4778422604,15.5852493975,0.0,2.06121554724,15.9888894789,89.5366670011,86.5449365832,2.97173041782,0.02
 01/22  22:00:00,90.214170799,23.2309204813,16.7063592342,1.13793745661,2.06121554724,15.9888894789,111.621689296,108.629958878,2.97173041782,0.02
 01/22  23:00:00,75.1054239547,17.4778422604,12.4644883198,0.0,2.06121554724,15.9888894789,90.4981805211,87.5064501033,2.97173041782,0.02
 01/22  24:00:00,89.5405849563,23.2309204813,15.0071566292,2.42169278985,2.06121554724,15.9888894789,113.171749681,110.180019263,2.97173041782,0.02
 01/23  01:00:00,80.8668835101,18.3080128539,11.8249314176,1.92159952766,4.12243109448,15.9888894789,90.4296966259,87.4379662081,2.97173041782,0.02
 01/23  02:00:00,96.5735493617,23.6921263666,14.4129625426,5.71582139545,4.12243109448,15.9888894789,113.020614308,110.028883891,2.97173041782,0.02
 01/23  03:00:00,90.884394685,19.7838716868,11.457060476,8.96298456675,4.12243109448,15.9888894789,91.0878664951,88.0961360773,2.97173041782,0.02
 01/23  04:00:00,101.656305333,23.6921263666,13.9982440019,8.5218853662,4.12243109448,15.9888894789,113.969189424,110.977459006,2.97173041782,0.02
 01/23  05:00:00,130.124370773,28.522792817,16.0253060883,9.19936630137,12.3672932834,24.9413748627,130.424354833,125.451470804,4.9528840297,0.02
 01/23  06:00:00,161.015827033,28.0711635548,18.5244748783,36.6286032471,12.3672932834,24.9413748627,199.976810672,195.003926643,4.9528840297,0.02
 01/23  07:00:00,213.929226728,29.0400361587,19.5195066173,34.5110143211,24.7345865669,70.7195625826,165.310185859,155.3844178,9.90576805939,0.02
 01/23  08:00:00,223.74962294,29.0717462924,20.3284801479,21.5684296137,37.1018798503,92.3937384068,140.990027871,131.064259812,9.90576805939,0.02
 01/23  09:00:00,226.850936158,29.1239366653,23.1595429006,14.8843247355,37.1018798503,104.434947198,139.373335196,120.846343441,9.90576805939,8.62122369553
 01/23  10:00:00,238.030757948,29.2310112116,28.5068603561,10.0641453023,37.1018798503,116.476155989,122.325203726,112.399435667,9.90576805939,0.02
 01/23  11:00:00,239.762367471,29.4383161881,35.2585738587,7.61014627367,37.1018798503,116.476155989,115.976965701,106.051197642,9.90576805939,0.02
 01/23  12:00:00,242.929733597,29.7188864292,42.0701831252,6.18904643036,37.1018798503,116.476155989,119.664807891,101.129613437,9.90576805939,8.62942639461
 01/23  13:00:00,241.316838231,29.9941630499,50.3430914982,4.63798690454,37.1018798503,104.434947198,107.025402829,97.09963477,9.90576805939,0.02
 01/23  14:00:00,257.277673421,30.2926443411,56.370162125,3.00787485639,37.1018798503,116.476155989,103.124622525,93.1988544657,9.90576805939,0.02
 01/23  15:00:00,258.423582222,30.4680332571,59.6158856354,1.60759934301,37.1018798503,116.476155989,109.274740984,90.740907517,9.90576805939,8.62806540777
 01/23  16:00:00,254.042268357,30.4908536387,59.1976182581,1.06196167093,37.1018798503,116.476155989,100.027665065,90.1018970058,9.90576805939,0.02
 01/23  17:00:00,245.239991245,30.0510747772,54.0949948635,1.03961099897,37.1018798503,116.476155989,112.816096168,94.287458002,9.90576805939,8.62287010662
 01/23  18:00:00,246.602478106,29.7828225062,45.3657373877,1.23391788057,37.1018798503,116.476155989,107.244162586,97.3183945264,9.90576805939,0.02
 01/23  19:00:00,148.776559573,27.4850795751,29.6299363365,0.0,24.7345865669,47.5788473902,81.2111501677,76.238266138,4.9528840297,0.02
 01/23  20:00:00,153.365343062,28.2921898743,27.4506333895,0.0,24.7345865669,47.5788473902,87.5797201316,82.6068361019,4.9528840297,0.02
 01/23  21:00:00,130.216605767,26.2167633905,25.6021596103,0.0,12.3672932834,38.6892022431,101.386719803,98.3949893852,2.97173041782,0.02
 01/23  22:00:00,86.7933512344,13.6181072381,13.058391628,0.0,12.3672932834,27.0668015668,54.8640213993,51.8722909815,2.97173041782,0.02
 01/23  23:00:00,82.9771263006,21.8473028254,17.6671015997,0.0,4.12243109448,15.9888894789,98.2663164874,95.2745860696,2.97173041782,0.02
 01/23  24:00:00,74.8186666478,18.6308569736,12.9423399645,0.137279548717,4.12243109448,15.9888894789,80.7625984535,77.7708680356,2.97173041782,0.02
 01/24  01:00:00,83.1965438474,21.8473028254,15.4584782379,0.0,4.12243109448,15.9888894789,102.701236448,99.7095060301,2.97173041782,0.02
 01/24  02:00:00,75.0771605108,18.6769775621,12.2138006684,0.666555267182,4.12243109448,15.9888894789,83.5349550887,80.5432246709,2.97173041782,0.02
 01/24  03:00:00,86.0749070783,22.9541969501,14.9138622078,1.25655473919,4.12243109448,15.9888894789,104.166277976,101.174547558,2.97173041782,0.02
 01/24  04:00:00,77.3821071523,17.5700834374,12.1900720516,0.0383772203903,4.12243109448,15.9888894789,85.3838446497,82.3921142319,2.97173041782,0.02
 01/24  05:00:00,121.961184876,28.3690575219,18.249342103,2.78268723968,12.3672932834,24.9413748627,119.621503043,114.648619013,4.9528840297,0.02
 01/24  06:00:00,142.755796996,28.1117436449,21.4300670831,23.3729075056,12.3672932834,24.9413748627,196.279739564,182.725076639,4.9528840297,8.6017788949
 01/24  07:00:00,191.500093506,29.0874055727,21.2813593043,22.0573912685,24.7345865669,70.7195625826,153.498463537,143.572695477,9.90576805939,0.02
 01/24  08:00:00,204.169863953,29.1846925171,21.8467139986,13.9285298461,37.1018798503,92.3937384068,132.115859502,122.190091442,9.90576805939,0.02
 01/24  09:00:00,210.498170097,29.2801974422,24.6267642889,9.18826290426,37.1018798503,104.434947198,123.199889037,113.274120978,9.90576805939,0.02
 01/24  10:00:00,227.191332211,29.4619156183,33.0430876896,5.83134225975,37.1018798503,116.476155989,115.107310699,105.181542639,9.90576805939,0.02
 01/24  11:00:00,236.084517854,29.8012095659,42.2219175189,3.99662332539,37.1018798503,116.476155989,117.470944984,98.9371345809,9.90576805939,8.62804234418
 01/24  12:00:00,245.641409581,30.1486082399,52.7181772996,2.70137381104,37.1018798503,116.476155989,104.456221601,94.5304535413,9.90576805939,0.02
 01/24  13:00:00,244.10106222,30.4229979482,59.068435427,1.33441711775,37.1018798503,104.434947198,109.943093045,91.4119396823,9.90576805939,8.62538530373
 01/24  14:00:00,258.510379437,30.7850906634,62.6639294245,0.775441126401,37.1018798503,116.476155989,97.515601673,87.5898336136,9.90576805939,0.02
 01/24  15:00:00,254.312370439,30.8886679845,62.5665891266,0.463299067015,37.1018798503,116.476155989,96.6056441719,86.6798761125,9.90576805939,0.02
 01/24  16:00:00,246.833132573,30.7608597157,60.3382518548,0.361176422651,37.1018798503,116.476155989,106.192821876,87.6604523958,9.90576805939,8.62660142116
 01/24  17:00:00,238.868346949,30.3307984305,53.8415842166,0.466850523886,37.1018798503,116.476155989,101.422539918,91.4967718586,9.90576805939,0.02
 01/24  18:00:00,244.713391223,30.046528301,45.6094022054,0.734404018671,37.1018798503,116.476155989,104.263644147,94.3378760874,9.90576805939,0.02
 01/24  19:00:00,145.472424987,27.7156825177,30.6994267922,0.0,24.7345865669,47.5788473902,79.3576193784,74.3847353487,4.9528840297,0.02
 01/24  20:00:00,145.023081261,28.4074913457,29.543998925,0.0,24.7345865669,47.5788473902,94.5704450152,81.0100077813,4.9528840297,8.60755320429
 01/24  21:00:00,121.406411733,27.1391751611,28.4600645775,0.0,12.3672932834,38.6892022431,99.5837676961,96.5920372783,2.97173041782,0.02
 01/24  22:00:00,84.3945873785,14.4434796936,15.2641309878,0.0,12.3672932834,27.0668015668,61.7199228068,58.7281923889,2.97173041782,0.02
 01/24  23:00:00,74.1023623559,19.1819049669,19.2414900872,0.0,4.12243109448,15.9888894789,81.8486463941,78.8569159763,2.97173041782,0.02
 01/24  24:00:00,64.8920887539,14.4434796936,13.8949158127,0.0,4.12243109448,15.9888894789,64.3858028407,61.3940724229,2.97173041782,0.02
 01/25  01:00:00,78.5383073111,22.9541969501,18.9632892076,0.049660438049,4.12243109448,15.9888894789,99.7575957722,96.7658653543,2.97173041782,0.02
 01/25  02:00:00,71.3325694253,17.4778422604,15.5314436477,0.0,4.12243109448,15.9888894789,81.2913022506,78.2995718327,2.97173041782,0.02
 01/25  03:00:00,84.8113837003,23.0003175387,19.5322899374,0.200426414017,4.12243109448,15.9888894789,102.160390907,99.1686604893,2.97173041782,0.02
 01/25  04:00:00,78.9863260621,18.8614599162,16.653278874,0.61382802503,4.12243109448,15.9888894789,81.9115322008,78.919801783,2.97173041782,0.02
 01/25  05:00:00,113.44184081,27.4466457513,23.6133884967,0.295697957212,12.3672932834,24.9413748627,115.708522546,110.735638517,4.9528840297,0.02
 01/25  06:00:00,131.491805242,28.5994698287,26.3548886894,20.2732817359,12.3672932834,24.9413748627,183.914719201,178.941835172,4.9528840297,0.02
 01/25  07:00:00,175.813782494,29.1019876399,25.8269372297,15.3825733042,24.7345865669,70.7195625826,149.660181116,139.734413057,9.90576805939,0.02
 01/25  08:00:00,194.267585214,29.3061878843,26.0494987429,8.76746326211,37.1018798503,92.3937384068,128.637854874,118.712086815,9.90576805939,0.02
 01/25  09:00:00,209.128072087,29.3704099769,29.7070028962,7.86294906309,37.1018798503,104.434947198,123.062108325,113.136340266,9.90576805939,0.02
 01/25  10:00:00,224.647439926,29.4041111005,33.804009146,7.21004336349,37.1018798503,116.476155989,129.087353517,110.557580844,9.90576805939,8.62400461316
 01/25  11:00:00,223.525415907,29.435606969,33.3729992442,6.48694068403,37.1018798503,116.476155989,118.285482973,108.359714913,9.90576805939,0.02
 01/25  12:00:00,224.076658747,29.5206392037,35.7525165595,4.5733823338,37.1018798503,116.476155989,122.310668107,103.775567925,9.90576805939,8.62933212331
 01/25  13:00:00,215.40633028,29.6512298515,40.0842619253,3.18085101345,37.1018798503,104.434947198,109.363554741,99.4377866815,9.90576805939,0.02
 01/25  14:00:00,227.951934166,29.9055096252,41.6393283719,2.17698948098,37.1018798503,116.476155989,104.862458628,94.9366905681,9.90576805939,0.02
 01/25  15:00:00,227.942965938,30.0714860856,41.8114254131,1.83017967167,37.1018798503,116.476155989,110.727223192,92.1934829009,9.90576805939,8.62797223214
 01/25  16:00:00,225.999101555,30.0538422867,40.0079584019,1.70762766612,37.1018798503,116.476155989,101.487899594,91.5621315343,9.90576805939,0.02
 01/25  17:00:00,220.791190441,29.7995975568,34.876124615,1.88628893385,37.1018798503,116.476155989,113.633582684,95.1050753327,9.90576805939,8.62273929178
 01/25  18:00:00,230.947236119,29.6874997539,30.5903702527,2.33700353499,37.1018798503,116.476155989,107.551020901,97.6252528416,9.90576805939,0.02
 01/25  19:00:00,141.575854477,27.6003810464,25.2930019796,0.0,24.7345865669,47.5788473902,82.1213583745,77.1484743448,4.9528840297,0.02
 01/25  20:00:00,142.593220707,28.0615869317,25.0618227969,0.0,24.7345865669,47.5788473902,88.0657641466,83.0928801169,4.9528840297,0.02
 01/25  21:00:00,121.23696744,26.6779692758,22.9200891513,0.0,12.3672932834,38.6892022431,101.484881277,98.4931508588,2.97173041782,0.02
 01/25  22:00:00,90.7075898519,17.0214345131,13.9581076394,0.00712995817103,12.3672932834,27.0668015668,70.7853738947,67.7936434768,2.97173041782,0.02
 01/25  23:00:00,82.3454032217,21.8473028254,17.7111869589,0.0,4.12243109448,15.9888894789,96.6558332769,93.6641028591,2.97173041782,0.02
 01/25  24:00:00,75.1375519435,18.5847363851,14.7394928255,0.244825154365,4.12243109448,15.9888894789,79.8844124478,76.89268203,2.97173041782,0.02
 01/26  01:00:00,85.6933969503,22.8619557731,17.9212232749,0.618793632457,4.12243109448,15.9888894789,100.834277674,97.8425472557,2.97173041782,0.02
 01/26  02:00:00,75.1464946567,17.4778422604,13.811698506,0.0,4.12243109448,15.9888894789,82.3428506624,79.3511202445,2.97173041782,0.02
 01/26  03:00:00,86.06100433,23.0003175387,17.7421163783,1.2380706392,4.12243109448,15.9888894789,103.778881691,100.787151273,2.97173041782,0.02
 01/26  04:00:00,74.366186529,18.6308569736,14.4299670082,1.60789549936,4.12243109448,15.9888894789,84.2747030213,81.2829726034,2.97173041782,0.02
 01/26  05:00:00,107.590504638,27.9385986956,21.2809861636,1.77255796482,12.3672932834,24.9413748627,118.493131567,113.520247537,4.9528840297,0.02
 01/26  06:00:00,131.2567817,28.1206938734,25.0817848604,21.4294869856,12.3672932834,24.9413748627,185.569879873,180.596995843,4.9528840297,0.02
 01/26  07:00:00,183.179036463,29.1292587844,23.4386705862,19.9275053537,24.7345865669,70.7195625826,151.070098239,141.14433018,9.90576805939,0.02
 01/26  08:00:00,198.364762076,29.2788781175,22.8001915988,11.8646263803,37.1018798503,92.3937384068,138.208502009,119.695541733,9.90576805939,8.60719221653
 01/26  09:00:00,204.665607121,29.3996306417,25.0625596596,7.37444032717,37.1018798503,104.434947198,120.789432769,110.863664709,9.90576805939,0.02
 01/26  10:00:00,218.744168349,29.580101298,29.7249254746,4.91411849062,37.1018798503,116.476155989,113.561462181,103.635694122,9.90576805939,0.02
 01/26  11:00:00,224.418205467,29.8851653653,35.9305182059,3.53490132689,37.1018798503,116.476155989,116.712040687,98.1782365859,9.90576805939,8.62803604173
 01/26  12:00:00,220.360037814,30.0769329266,30.0447829833,3.07617788401,37.1018798503,116.476155989,105.31961894,95.3938508803,9.90576805939,0.02
 01/26  13:00:00,215.340922106,30.2380696259,34.1640349089,2.10467833731,37.1018798503,104.434947198,103.827326799,93.9015587391,9.90576805939,0.02
 01/26  14:00:00,233.889319832,30.4957209591,42.5822982392,1.25471255577,37.1018798503,116.476155989,109.301898899,90.766670676,9.90576805939,8.62946016344
 01/26  15:00:00,227.435427331,30.5266714661,40.5814301679,1.0833334202,37.1018798503,116.476155989,99.8032054763,89.8774374169,9.90576805939,0.02
 01/26  16:00:00,224.385713679,30.2289014565,38.848216511,1.07888445406,37.1018798503,116.476155989,110.965088467,92.4327288533,9.90576805939,8.62659155481
 01/26  17:00:00,220.69764363,29.9140985067,35.0493467373,1.50509162731,37.1018798503,116.476155989,105.410162072,95.4843940121,9.90576805939,0.02
 01/26  18:00:00,230.735220887,29.7524725237,30.636191843,2.02350646957,37.1018798503,116.476155989,107.339980137,97.4142120777,9.90576805939,0.02
 01/26  19:00:00,138.598241122,27.4850795751,24.0558488652,0.0,24.7345865669,47.5788473902,81.9388051539,76.9659211242,4.9528840297,0.02
 01/26  20:00:00,137.699629953,28.2921898743,22.3501224408,0.0,24.7345865669,47.5788473902,88.3268679865,83.3539839568,4.9528840297,0.02
 01/26  21:00:00,115.171692412,26.6779692758,20.4834310504,0.0081151223663,12.3672932834,38.6892022431,110.719131035,99.1413590782,2.97173041782,8.60604153932
 01/26  22:00:00,93.2389088898,19.274146144,14.3789131282,0.00293668561392,12.3672932834,27.0668015668,78.0027357345,75.0110053167,2.97173041782,0.02
 01/26  23:00:00,72.2568484403,17.6623246145,13.4400162888,0.0,4.12243109448,15.9888894789,78.1254025431,75.1336721253,2.97173041782,0.02
 01/26  24:00:00,85.1382506681,22.769714596,16.958851064,0.218344166172,4.12243109448,15.9888894789,99.7628579251,96.7711275073,2.97173041782,0.02
 01/27  01:00:00,76.2055903487,18.8614599162,13.0298420229,0.967192203417,4.12243109448,15.9888894789,81.2231987066,78.2314682888,2.97173041782,0.02
 01/27  02:00:00,84.3294295067,21.8473028254,16.094426086,0.0,4.12243109448,15.9888894789,103.009965311,100.018234893,2.97173041782,0.02
 01/27  03:00:00,75.1936022131,18.6308569736,13.0432452544,1.31934474517,4.12243109448,15.9888894789,83.517951491,80.5262210732,2.97173041782,0.02
 01/27  04:00:00,86.0731715177,23.2309204813,17.2442955353,2.11987535277,4.12243109448,15.9888894789,104.82905234,101.837321923,2.97173041782,0.02
 01/27  05:00:00,108.690657049,27.4466457513,19.4298618636,1.2986082418,12.3672932834,24.9413748627,118.230964641,113.258080611,4.9528840297,0.02
 01/27  06:00:00,138.872886574,28.594896696,21.3982227257,26.7325830762,12.3672932834,24.9413748627,185.95230185,180.97941782,4.9528840297,0.02
 01/27  07:00:00,188.362891087,29.1132561702,20.7099982637,20.866476516,24.7345865669,70.7195625826,151.638427406,141.712659347,9.90576805939,0.02
 01/27  08:00:00,201.040678883,29.2640973943,22.0024683683,12.3836467758,37.1018798503,92.3937384068,129.8661114,119.94034334,9.90576805939,0.02
 01/27  09:00:00,206.541586819,29.3893287937,25.0572268811,7.77058795377,37.1018798503,104.434947198,120.865429478,110.939661419,9.90576805939,0.02
 01/27  10:00:00,217.440796119,29.5449379657,27.998704633,5.4101568529,37.1018798503,116.476155989,122.773942538,104.244193672,9.90576805939,8.62398080676
 01/27  11:00:00,219.989101892,29.7817111727,31.8119640801,4.16556903906,37.1018798503,116.476155989,109.576849762,99.6510817023,9.90576805939,0.02
 01/27  12:00:00,223.145479392,30.0785321325,34.7825262526,3.44977600616,37.1018798503,116.476155989,114.364186094,95.8290966577,9.90576805939,8.62932137659
 01/27  13:00:00,215.19219487,30.4078919076,37.6027087447,2.49046057259,37.1018798503,104.434947198,102.434367104,92.5085990448,9.90576805939,0.02
 01/27  14:00:00,230.084475112,30.6975653818,39.2536515791,1.57406750965,37.1018798503,116.476155989,99.3823198597,89.4565518003,9.90576805939,0.02
 01/27  15:00:00,238.788798098,30.7965898572,41.4365960135,1.20997942116,37.1018798503,116.476155989,105.928827759,87.3951013373,9.90576805939,8.62795836264
 01/27  16:00:00,242.962600534,30.7799528299,42.930339604,1.04527142358,37.1018798503,116.476155989,96.5177062077,86.5919381483,9.90576805939,0.02
 01/27  17:00:00,239.137349682,30.2877113768,41.2718178788,1.13732230673,37.1018798503,116.476155989,100.81676428,90.8909962207,9.90576805939,0.02
 01/27  18:00:00,246.954453705,29.9794379103,37.2685708816,1.36150095551,37.1018798503,116.476155989,112.492577368,93.9715611422,9.90576805939,8.61524816672
 01/27  19:00:00,156.039972204,27.4850795751,29.1113507064,0.0,24.7345865669,47.5788473902,79.1297586248,74.1568745951,4.9528840297,0.02
 01/27  20:00:00,157.114171013,28.2921898743,24.7514786627,0.0,24.7345865669,47.5788473902,85.7093608127,80.736476783,4.9528840297,0.02
 01/27  21:00:00,131.856235047,26.6779692758,22.4890720219,0.0,12.3672932834,38.6892022431,99.7664005741,96.7746701563,2.97173041782,0.02
